ROWNUM;ShortName;AdmArea;District;PostalCode;Address;ChiefName;ChiefPosition;ChiefGender;ChiefPhone;PublicPhone;Fax;Email;CloseFlag;CloseReason;CloseDate;ReopenDate;PaidServicesInfo;FreeServicesInfo;WorkingHours;ClarificationOfWorkingHours;Specialization;BeneficialDrugPrescriptions;ExtraInfo;AddressUNOM;Point X;Point Y;GLOBALID;
240;"ГБУЗ КДЦ № 4 филиал № 1 ДЗМ";"Западный административный округ";"район Дорогомилово";"121247";"Кутузовский проспект, дом 14";"Смышляев Алексей Анатольевич";"заведующий филиалом";"мужской";"(499) 243-16-31";"(499) 243-15-52";"(499) 243-16-31";"";"действует";"";"";"";"отсутствуют";"отсутствуют";"понедельник 08:00-20:00; вторник 08:00-20:00; среда 08:00-20:00; четверг 08:00-20:00; пятница 08:00-20:00; суббота 09:00-18:00; воскресенье 09:00-16:00";"";"Амбулаторно-поликлиническая помощь";"на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне";"";"";"37.555615";"55.747865";"87774568";
241;"ГБУЗ КДЦ № 4 филиал № 2 ДЗМ";"Западный административный округ";"район Филёвский Парк";"121309";"Физкультурный проезд, дом 6";"Аббасов Рузигар Джаханович";"главный врач";"мужской";"(499) 148-15-12";"(499) 148-15-12";"(499) 148-64-90";"";"действует";"";"";"";"отсутствуют";"оказываются в рамках территориальной программы государственных гарантий бесплатного оказания медицинской помощи";"понедельник 08:00-20:00; вторник 08:00-20:00; среда 08:00-20:00; четверг 08:00-20:00; пятница 08:00-20:00; суббота 08:00-16:00; воскресенье выходной";"";"Амбулаторно-поликлиническая помощь";"на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне";"";"";"37.50174";"55.751398";"87774569";
242;"ГБУЗ ГП № 2 филиал № 2 ДЗМ";"Южный административный округ";"район Чертаново Центральное";"117525";"Чертановская улица, дом 26";"Соколова Ольга Александровна";"заведующий филиалом";"женский";"(495) 312-76-72";"(495) 313-50-02";"(495) 312-76-72";"";"действует";"";"";"";"отсутствуют";"оказываются в рамках территориальной программы государственных гарантий бесплатного оказания медицинской помощи";"понедельник 08:00-20:00; вторник 08:00-20:00; среда 08:00-20:00; четверг 08:00-20:00; пятница 08:00-20:00; суббота 09:00-18:00; воскресенье 09:00-16:00";"";"Амбулаторно-поликлиническая помощь";"на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне";"";"";"37.593118";"55.621133";"87774570";
243;"ГБУЗ ГП № 67 ДЗМ. Филиал1";"Южный административный округ";"Донской район";"117105";"Варшавское шоссе, дом 19 строение 1";"Артемова Тамара Михайловна";"заведующий филиалом";"женский";"(499) 612-55-58";"(499) 612-51-82";"(499) 612-55-58";"";"действует";"";"";"";"отсутствуют";"отсутствуют";"понедельник 08:00-20:00; вторник 08:00-20:00; среда 08:00-20:00; четверг 08:00-20:00; пятница 08:00-20:00; суббота 08:00-18:00; воскресенье 08:00-16:00";"";"Амбулаторно-поликлиническая помощь";"на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне";"";"";"37.621921";"55.696413";"87774571";
244;"ГБУЗ ГП № 67 ДЗМ. Филиал2";"Южный административный округ";"Донской район";"113105";"Варшавское шоссе д.2";"Кладова Лидия Ивановна";"главный врач";"женский";"(495) 954-65-16";"(495) 954-65-16";"(495) 954-65-16";"";"действует";"";"";"";"отсутствуют";"отсутствуют";"понедельник 08:00-20:00; вторник 08:00-20:00; среда 08:00-20:00; четверг 08:00-20:00; пятница 08:00-20:00; суббота 08:00-18:00; воскресенье 08:00-16:00";"";"Амбулаторно-поликлиническая помощь";"на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне";"";"";"37.619249";"55.700582";"87774572";
245;"ГБУЗ ГП № 67 ДЗМ. Филиал3";"Южный административный округ";"Донской район";"113105";"Варшавское шоссе, дом 86 корпус 1";"Кладова Лидия Ивановна";"главный врач";"женский";"(495) 954-65-16";"(495) 954-65-16";"(495) 954-65-16";"";"действует";"";"";"";"отсутствуют";"отсутствуют";"понедельник 08:00-20:00; вторник 08:00-20:00; среда 08:00-20:00; четверг 08:00-20:00; пятница 08:00-20:00; суббота 08:00-18:00; воскресенье 08:00-16:00";"";"Амбулаторно-поликлиническая помощь";"на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне";"";"";"37.617337";"55.651175";"87774573";
246;"ГБУЗ ГП № 5 филиал № 1. Онкологическое отделение";"Центральный административный округ";"Басманный район";"105062";"Жуковского улица, дом 3/4";"Лихачева Фрида Яковлевна";"заведующий филиалом";"женский";"(495) 624-17-15";"(495) 624-17-15";"(495) 623-94-02";"";"действует";"";"";"";"оказываются";"оказываются в рамках территориальной программы государственных гарантий бесплатного оказания медицинской помощи";"понедельник 08:00-20:00; вторник 08:00-20:00; среда 08:00-20:00; четверг 08:00-20:00; пятница 08:00-20:00; суббота выходной; воскресенье выходной";"";"Амбулаторно-поликлиническая помощь";"на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне";"";"";"37.645186";"55.76398";"87774574";
247;"ГБУЗ ГП № 12 филиал № 1. Филиал";"Северо-Восточный административный округ";"Алексеевский район";"129301";"Рижский проезд, дом 1/ 5";"Назарова Раиса Викторовна";"заведующий филиалом";"женский";"(495) 683-18-24";"(495) 683-18-24";"(495) 682-91-79";"";"действует";"";"";"";"оказываются";"оказываются в рамках территориальной программы государственных гарантий бесплатного оказания медицинской помощи";"понедельник 08:00-20:00; вторник 08:00-20:00; среда 08:00-20:00; четверг 08:00-20:00; пятница 08:00-20:00; суббота 09:00-18:00; воскресенье 09:00-16:00";"";"Амбулаторно-поликлиническая помощь";"на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне";"";"";"37.65725";"55.810978";"87774575";
248;"ГБУЗ МСЧ № 51 филиал № 2 ДЗМ";"Северный административный округ";"район Ховрино";"125414";"Петрозаводская улица, дом 26";"Панкратов Алексей Владимирович";"заведующий филиалом";"мужской";"(495) 451-53-53";"(495) 451-14-69; (495) 451-53-53; (495) 451-53-92";"(499) 766-36-69";"";"действует";"";"";"";"отсутствуют";"оказываются в рамках территориальной программы государственных гарантий бесплатного оказания медицинской помощи";"понедельник 08:00-20:00; вторник 08:00-20:00; среда 08:00-20:00; четверг 08:00-20:00; пятница 08:00-20:00; суббота 09:00-18:00; воскресенье 09:00-16:00";"";"Амбулаторно-поликлиническая помощь";"на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне";"";"";"37.492055";"55.867956";"87774576";
249;"ГБУЗ ГП № 2 филиал № 3 ДЗМ";"Южный административный округ";"Нагорный район";"117452";"Ялтинская улица, дом 10";"Копылова Ирина Андреевна";"заведующий филиалом";"женский";"(499) 619-49-45";"(499) 619-49-45";"(499) 619-49-45";"";"действует";"";"";"";"отсутствуют";"отсутствуют";"понедельник 08:00-20:00; вторник 08:00-20:00; среда 08:00-20:00; четверг 08:00-20:00; пятница 08:00-20:00; суббота выходной; воскресенье выходной";"";"Амбулаторно-поликлиническая помощь";"на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне";"";"";"37.609706";"55.648447";"87774577";
250;"ГБУЗ ГП № 22 филиал № 4 ДЗМ";"Юго-Западный административный округ";"район Котловка";"117186";"Ремизова улица, дом 6";"Кадухина Валентина Михайловна";"заместитель главного врача";"женский";"(499) 123-25-19";"(499) 127-22-23";"(499) 127-22-21";"";"действует";"";"";"";"отсутствуют";"оказываются в рамках территориальной программы государственных гарантий бесплатного оказания медицинской помощи";"понедельник 08:00-20:00; вторник 08:00-20:00; среда 08:00-20:00; четверг 08:00-20:00; пятница 08:00-20:00; суббота 09:00-18:00; воскресенье выходной";"";"Амбулаторно-поликлиническая помощь";"на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне";"";"";"37.59752";"55.677736";"87774578";
251;"ГБУЗ ДКЦ № 1 ДЗМ";"Юго-Западный административный округ";"район Коньково";"117485";"улица Миклухо-Маклая, дом 29, корпус 2";"Измайлов Андрей Алексеевич";"главный врач";"мужской";"(495) 336-67-55";"(495) 336-67-55";"(495) 336-69-22";"";"действует";"";"";"";"оказываются";"оказываются в рамках территориальной программы государственных гарантий бесплатного оказания медицинской помощи";"понедельник 08:00-20:00; вторник 08:00-20:00; среда 08:00-20:00; четверг 08:00-20:00; пятница 08:00-20:00; суббота 09:00-16:00; воскресенье выходной";"В воскресенье и праздничные дни работают дежурные врачи";"Амбулаторно-поликлиническая помощь";"на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне";"Терапевтические отделения; Стоматологическое отделение; Гастроэнтерологическое отделение; Кардиологическое отделение; Эндокринологическое отделение; Офтальмологическое отделение; Отоларингологическое отделение; Урологическое отделение; Хирургическое отделение; Неврологическое отделение; Кабинет эпилептолога; Кабинет паркинсолога; Кабинет альголога; Кабинет памяти; Центр здоровья; Медико-профилактическое отделение; Отделение восстановительного лечения с кабинетами лечебной физкультуры; Отделение физиотерапии; Отделение галоингаляций («соляная пещера»); Отделение кислородотерапии; Отделение медицинского массажа; Отделение бальнеолечения; Консультативное отделение с кабинетами врачей: пульмонологов, нефрологов, гематологов, аллергологов-иммунологов; Отделение неотложной помощи; Кабинеты психотерапевта, медицинского психолога по кризисным состояниям";"";"37.517859";"55.647674";"87774579";
252;"ГБУЗ ДЦ № 3 ДЗМ";"Юго-Восточный административный округ";"район Выхино-Жулебино";"109444";"Сормовская улица, дом 9";"Жолинский Андрей Владимирович";"главный врач";"мужской";"(495) 919-11-75";"(495) 919-11-42";"(495) 919-11-76";"";"действует";"";"";"";"отсутствуют";"оказываются в рамках территориальной программы государственных гарантий бесплатного оказания медицинской помощи";"понедельник 08:00-20:00; вторник 08:00-20:00; среда 08:00-20:00; четверг 08:00-20:00; пятница 08:00-20:00; суббота выходной; воскресенье выходной";"Прием населения: каждый понедельник 15:00 - 20:00; 3-я суббота каждого месяца 9:00 - 14:00";"Амбулаторно-поликлиническая помощь";"на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне";"Терапевтическое 1 отделение; Терапевтическое 2 отделение; Неврологическое отделение; Офтальмологическое отделение; Консультативное; Кардиоревматологическое; Эндокринологическое отделение; Хирургическое отделение; Травматологическое отделение; Отоларингологическое отделение; Урологическое отделение; Стоматологическое отделение; Рентгенодиагностическое (с КТ и МРТ); Функциональной диагностики; Ультразвуковой диагностики; Эндоскопическое отделение; Восстановительного лечения и медицинской реабилитации; Отделение профилактики; Центр здровья; Дневной стационар; Женская консультация; Круглосуточная неотложная помощь; Централизованная клинико-диагностическая лаборатория; Окружная микробиологическая лаборатория; Кабинет доврачебного контроля; Инфекционный кабинет; Гериатрический кабинет";"";"37.811997";"55.709053";"87774580";
253;"ГБУЗ ДЦ № 5 филиал № 5 ДЗМ";"Северо-Восточный административный округ";"район Лианозово";"127253";"Псковская улица, дом 11, корпус 2";"Севостьянова Ирина Владимировна";"заведующий филиалом";"женский";"(499) 500-79-52";"(499) 500-79-53";"(499) 500-79-53";"";"действует";"";"";"";"отсутствуют";"оказываются в рамках территориальной программы государственных гарантий бесплатного оказания медицинской помощи";"понедельник 08:00-20:00; вторник 08:00-20:00; среда 08:00-20:00; четверг 08:00-20:00; пятница 08:00-20:00; суббота 09:00-18:00; воскресенье 09:00-16:00";"";"Амбулаторно-поликлиническая помощь";"на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне";"Проезд м. Алтуфьево, далее автобусом 815, 815к";"";"37.552499";"55.907528";"87774581";
254;"ГБУЗ ДЦ № 5 филиал № 6 ДЗМ";"Северо-Восточный административный округ";"район Северный";"127495";"Дмитровское шоссе, дом 165Д, корпус 7";"Саидов Абдурашид Курамагомедович";"заведующий филиалом";"мужской";"(499) 661-18-23";"(499) 200-12-65";"(499) 200-12-65";"";"действует";"";"";"";"отсутствуют";"оказываются в рамках территориальной программы государственных гарантий бесплатного оказания медицинской помощи";"понедельник 08:00-20:00; вторник 08:00-20:00; среда 08:00-20:00; четверг 08:00-20:00; пятница 08:00-20:00; суббота 09:00-18:00; воскресенье 09:00-16:00";"";"Амбулаторно-поликлиническая помощь";"на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне";"Проезд м. Алтуфьево, далее автобусом 853";"";"37.541801";"55.923723";"87774582";
255;"ГБУЗ ДЦ № 5 ДЗМ";"Северо-Восточный административный округ";"район Лианозово";"127572";"Абрамцевская улица, дом 16";"Анисимов Михаил Валериевич";"главный врач";"мужской";"(499) 200-12-10";"(499) 200-12-10";"(499) 200-12-65";"";"действует";"";"";"";"оказываются";"оказываются в рамках территориальной программы государственных гарантий бесплатного оказания медицинской помощи";"понедельник 08:00-20:00; вторник 08:00-20:00; среда 08:00-20:00; четверг 08:00-20:00; пятница 08:00-20:00; суббота 09:00-18:00; воскресенье выходной";"";"Амбулаторно-поликлиническая помощь";"на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне";"1-е терапевтическое отделение; 2-е терапевтическое отделение; 3-е терапевтическое отделение; Неврологическое отделение; Офтальмологическое отделение; Консультативное отделение; Травматологическое отделение; Кардиоревматологическое отделение; Эндокринологическое отделение; Хирургическое отделение; Оториноларингологическое отделение; Урологическое отделение; Онкологическое отделение; Инфекционный кабинет; Клинико-диагностическая лаборатория; Отделение клинической патоморфологии; Рентгенологическое отделение; Отделение функциональной диагностики; Отделение ультразвуковой диагностики; Эндоскопическое отделение; Отделение восстановительного лечения и медицинской реабилитации; Отделение профилактики; Дневной стационар; Центр здоровья по формированию здорового образа жизни";"";"37.574844";"55.901794";"87774583";
256;"ГБУЗ КДП № 121 ДЗМ";"Юго-Западный административный округ";"район Южное Бутово";"117042";"Южнобутовская улица, дом 87";"Сафарян Сергей Левони";"главный врач";"мужской";"(495) 715-12-12";"(495) 715-23-72; (495) 715-79-63";"(495) 715-12-12";"";"действует";"";"";"";"отсутствуют";"оказываются в рамках территориальной программы государственных гарантий бесплатного оказания медицинской помощи";"понедельник 07:30-20:00; вторник 07:30-20:00; среда 07:30-20:00; четверг 07:30-20:00; пятница 07:30-20:00; суббота 09:00-18:00; воскресенье 09:00-16:00";"";"Амбулаторно-поликлиническая помощь";"на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне";"";"";"37.523596";"55.534609";"87774584";
257;"ГБУЗ КДЦ № 2 ДЗМ";"Восточный административный округ";"район Богородское";"107564";"Миллионная улица, дом 6";"Зайцев Леонид Васильевич";"главный врач";"мужской";"(499) 169-41-00";"(499) 169-41-00";"(499) 169-41-00";"";"действует";"";"";"";"оказываются по специальностям: кардиология, эндокринология, неврология, пульмонология, аллергология-иммунология, хирургия, урология, нефрология, офтальмология, оториноларингология, эндоскопия, колопроктология, гастроэнтерология, акушерство-гинекология, маммология, лабораторная диагностика, лучевая диагностика, функциональная диагностика, ультразвуковая диагностика, эндоскопия, профилактика";"оказываются в рамках территориальной программы государственных гарантий бесплатного оказания медицинской помощи";"понедельник 08:00-20:00; вторник 08:00-20:00; среда 08:00-20:00; четверг 08:00-20:00; пятница 08:00-20:00; суббота 09:00-18:00; воскресенье выходной";"";"Амбулаторно-поликлиническая помощь";"на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне";"Неврологическое отделение; Офтальмологическое отделение; Консультативное отделение; Кардиоревматологическое отделение; Эндокринологическое отделение; Хирургическое отделение; Оториноларингологическое отделение; Маммологическое отделение; Окружная централизованная клинико-диагностическая лаборатория; Окружная централизованная цито-гистологическая лаборатория; Рентгендиагностическое отделение; Отделение функциональной диагностики; Отделение ультразвуковой диагностики; Эндоскопическое отделение; Процедурный кабинет.";"";"37.696651";"55.815122";"87774585";
258;"ГБУЗ КДЦ № 4 ДЗМ";"Западный административный округ";"район Крылатское";"121609";"улица Крылатские Холмы, дом 3";"Буславская Ирина Олеговна";"главный врач";"женский";"(495) 415-17-64";"(495) 413-17-64";"(495) 413-73-63";"";"действует";"";"";"";"оказываются";"оказываются в рамках территориальной программы государственных гарантий бесплатного оказания медицинской помощи";"понедельник 08:00-20:00; вторник 08:00-20:00; среда 08:00-20:00; четверг 08:00-20:00; пятница 08:00-20:00; суббота 09:00-16:00; воскресенье выходной";"";"Амбулаторно-поликлиническая помощь";"на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне";"Консультативное отделение; Офтальмологическое отделение; Неврологическое отделение; Терапевтическое отделение; Кардиологическое отделение с кабинетом аритмологии; Хирургичекое отделение; Гинекологическое отделение; Онкологическое отделение; Эндокринологическое отделение; Травматологическое отделение; Оториноларингологическое отделение; Урологическое отделение; Женская консультация; Клинико-диагностическая лаборатория; Отделение лучевой диагностики с кабинетами рентгенодиагностики и маммографии; Отделение ультразвуковой диагностики; Отделение функциональной диагностики; Эндоскопическое отделение; Отделение восстановительного лечения; Отделение медицинской реабилитации; Отделение профилактики; Центр здоровья; Стоматологическое отделение; Дневной стационар";"";"37.424327";"55.747883";"87774586";
259;"ГБУЗ КДЦ № 6 ДЗМ";"Северный административный округ";"район Восточное Дегунино";"127540";"Керамический проезд, дом 49Б";"Сидорова Вера Петровна";"главный врач";"женский";"(499) 481-01-83";"(499) 481-01-83";"(499) 481-01-83";"";"действует";"";"";"";"оказываются";"оказываются в рамках территориальной программы государственных гарантий бесплатного оказания медицинской помощи";"понедельник 08:00-20:00; вторник 08:00-20:00; среда 08:00-20:00; четверг 08:00-20:00; пятница 08:00-20:00; суббота 09:00-16:00; воскресенье выходной";"";"Амбулаторно-поликлиническая помощь";"на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне";"Терапевтическое отделение; Хирургическое отделение; Неврологическое отделение; Кардиологическое отделение; Эндокринологическое отделение; Эндоскопическое отделение; КДЛ; Патоморфологическое отделение; Отделение лучевой диагностики; МРТ; КТ; Отделение функциональной диагностики";"";"37.564628";"55.874549";"87774587";
260;"ГБУЗ ГП № 220 филиал № 4 ДЗМ";"Центральный административный округ";"Пресненский район";"123022";"Столярный переулок, дом 3";"Мясников Георгий Михайлович";"заведующий филиалом";"мужской";"(499) 795-35-84";"(499) 253-81-47";"";"info@msch14.mosgorzdrav.ru";"действует";"";"";"";"отсутствуют";"отсутствуют";"понедельник 08:30-18:00; вторник 08:30-18:00; среда 08:30-18:00; четверг 08:30-18:00; пятница 08:30-18:00; суббота выходной; воскресенье выходной";"";"Амбулаторно-поликлиническая помощь";"на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне";"";"";"37.569125";"55.763259";"87774588";
261;"ГБУЗ ГП № 62 филиал ДЗМ";"Северный административный округ";"район Беговой";"125284";"1-й Боткинский проезд, дом 6";"Ткачев Сергей Владимирович";"главный врач";"мужской";"(499) 795-84-14";"(499) 795-84-14";"";"info@msch15.mosgorzdrav.ru";"действует";"";"";"";"отсутствуют";"отсутствуют";"понедельник 08:00-20:00; вторник 08:00-20:00; среда 08:00-20:00; четверг 08:00-20:00; пятница 08:00-20:00; суббота выходной; воскресенье выходной";"";"Амбулаторно-поликлиническая помощь";"на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне";"";"";"37.558555";"55.783324";"87774589";
262;"ГБУЗ ГП № 12 отделение № 1 ДЗМ";"Северо-Восточный административный округ";"Бутырский район";"125015";"Бутырская улица, дом 86";"Курняева Марина Витальевна";"главный врач";"женский";"(495) 685-39-84";"(499) 760-94-89";"";"info@msch17.mosgorzdrav.ru";"действует";"";"";"";"отсутствуют";"отсутствуют";"понедельник 08:00-20:00; вторник 08:00-20:00; среда 08:00-20:00; четверг 08:00-20:00; пятница 08:00-20:00; суббота выходной; воскресенье выходной";"";"Амбулаторно-поликлиническая помощь";"на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне";"";"";"37.581684";"55.80783";"87774590";
263;"ГБУЗ ГП № 62 филиал № 4 отделение № 1 ДЗМ";"Северный административный округ";"район Беговой";"154040";"улица Правды, дом 6/34";"Тихоновская Елена Юрьевна";"заведующий филиалом";"женский";"(495) 612-20-09";"(495) 614-54-12";"(495) 612-20-09";"";"действует";"";"";"";"отсутствуют";"отсутствуют";"понедельник 08:00-20:00; вторник 08:00-20:00; среда 08:00-20:00; четверг 08:00-20:00; пятница 08:00-20:00; суббота выходной; воскресенье выходной";"";"Амбулаторно-поликлиническая помощь";"на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне";"";"";"37.577967";"55.783615";"87774591";
264;"ГБУЗ МСЧ № 2 ДЗМ";"Восточный административный округ";"район Сокольники";"107014";"1-я Сокольническая улица, дом 8";"Куприянова Ирина Александровна";"исполняющий обязанности главного врача";"женский";"(499) 268-68-05";"(499) 268-67-11";"";"info@msch2.mosgorzdrav.ru";"действует";"";"";"";"отсутствуют";"отсутствуют";"понедельник 08:00-20:00; вторник 08:00-20:00; среда 08:00-20:00; четверг 08:00-20:00; пятница 08:00-20:00; суббота 09:00-16:00; воскресенье выходной";"";"Амбулаторно-поликлиническая помощь";"на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне";"";"";"37.681766";"55.787705";"87774592";
265;"ГБУЗ ГП № 12 отделение № 2 ДЗМ";"Северо-Восточный административный округ";"Алексеевский район";"129301";"улица Касаткина, дом 20";"Курняева Марина Витальевна";"главный врач";"женский";"(495) 683-51-39";"(495) 683-47-30";"";"";"действует";"";"";"";"оказываются";"отсутствуют";"понедельник 08:00-20:00; вторник 08:00-20:00; среда 08:00-20:00; четверг 08:00-20:00; пятница 08:00-20:00; суббота 09:00-15:00; воскресенье выходной";"";"Амбулаторно-поликлиническая помощь";"на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне";"";"";"37.665118";"55.82305";"87774593";
266;"ГБУЗ МСЧ № 26 ДЗМ";"Восточный административный округ";"район Соколиная Гора";"105118";"проспект Буденного, дом 18А";"Белялова Людмила Исмаиловна";"главный врач";"женский";"(499) 785-87-15";"(499) 785-87-18";"";"info@msch26.mosgorzdrav.ru";"действует";"";"";"";"отсутствуют";"отсутствуют";"понедельник 08:00-20:00; вторник 08:00-20:00; среда 08:00-20:00; четверг 08:00-20:00; пятница 08:00-20:00; суббота 09:00-16:00; воскресенье выходной";"";"Амбулаторно-поликлиническая помощь";"на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне";"";"";"37.729212";"55.768";"87774594";
267;"ГБУЗ ГКБ № 4 филиал МСЧ № 32 ДЗМ";"Центральный административный округ";"район Замоскворечье";"119334";"улица Татарская, дом 20";"Хрупалов Андрей Александрович";"главный врач";"мужской";"(495) 951-14-22";"(495) 951-14-22";"(495) 951-14-22";"";"действует";"";"";"";"оказываются";"отсутствуют";"понедельник 08:30-20:00; вторник 08:30-20:00; среда 08:30-20:00; четверг 08:30-20:00; пятница 08:30-20:00; суббота 08:30-20:00; воскресенье выходной";"";"Амбулаторно-поликлиническая помощь";"на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне";"";"";"37.638802";"55.73243";"87774595";
268;"ГБУЗ ГКБ № 40 филиал Клиника ДЗМ";"Северо-Восточный административный округ";"район Ростокино";"129128";"Малахитовая улица, дом 16";"Иманалиев Магомед Расулович";"главный врач";"мужской";"(499) 181-18-12";"(499) 181-16-12";"(499) 187-10-88";"info@msch33.mosgorzdrav.ru";"действует";"";"";"";"оказываются";"оказываются в рамках территориальной программы государственных гарантий бесплатного оказания медицинской помощи";"понедельник 08:00-19:00; вторник 08:00-19:00; среда 08:00-19:00; четверг 08:00-19:00; пятница 08:00-19:00; суббота 08:00-18:00; воскресенье 09:00-15:00";"";"Амбулаторно-поликлиническая помощь";"на основании перечня лекарственных средств и изделий медицинского назначения для бесплатного и льготного обеспечения населения в рамках гарантированного объема бесплатной медицинской помощи на амбулаторном уровне";"";"";"37.666774";"55.829052";"87774596";
