region,city,address,installplace,int_cards_support,sbercart,american_express,for_organizations,accepts_money,prints_onepass,access,comments,bank_code,bank_name,org_id,org_name,phone
г. Москва,г. Москва,"ул. Садовая-кудринская,25","Сбербанк России, Филиал № 1569/1779",да,нет,да,да,нет,да,24 часа,,99,Сбербанк России,1569,Краснопресненское ОСБ,(499)2405647
г. Москва,г. Москва,"ул. Садовая-кудринская,25","Сбербанк России, Филиал № 1569/1779",да,нет,да,да,нет,да,24 часа,,99,Сбербанк России,1569,Краснопресненское ОСБ,(499)2405647
г. Москва,г. Москва,"ул. Садовая-кудринская,5,стр. 1",Планетарий,да,нет,да,да,нет,да,в режиме работы организации,,99,Сбербанк России,1569,Краснопресненское ОСБ,(499)2405647
г. Москва,г. Москва,"ул. Садовая-триумфальная,10/13,стр. 1",<Уполномоченный орган по правам человека>,да,нет,да,да,нет,да,в режиме работы организации,,99,Сбербанк России,7982,Тверское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Садовая-черногрязская,13","Супермаркет ""Азбука Вкуса""",да,нет,да,да,нет,да,в режиме работы организации,Ст. м. Сокольники,99,Сбербанк России,6901,Лефортовское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Садовническая, 33",Московский Государственный институт дизайна и технологий,да,да,да,да,нет,да,в режиме работы организации,,99,Сбербанк России,7977,Люблинское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Садовническая, 78, стр. 1","Сбербанк России, Филиал № 7977/0384",да,да,да,да,да,да,в режиме работы подразделения,Ст. м. Павелецкая,99,Сбербанк России,7977,Люблинское ОСБ,(495)9534812
г. Москва,г. Москва,"ул. Садовническая,78,стр. 1","Сбербанк России, Филиал № 7977/0384",да,нет,да,да,нет,да,в режиме работы подразделения,Ст. м. Павелецкая,99,Сбербанк России,7977,Люблинское ОСБ,(495)9534812
г. Москва,г. Москва,"ул. Саляма Адиля, 2","ФГУ ""ГНЦК Росмедтехнологий""",да,да,да,да,нет,да,в режиме работы организации,Ст. м. Полежаевская,99,Сбербанк России,1569,Краснопресненское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Саянская, 18","Сбербанк России, Филиал № 6901/1668",да,да,да,да,нет,да,24 часа,Ст. м. Новогиреево,99,Сбербанк России,6901,Лефортовское ОСБ,(495)9189620
г. Москва,г. Москва,"ул. Саянская, 18","Сбербанк России, Филиал № 6901/1668",да,да,да,да,да,да,24 часа,Ст. м. Новогиреево,99,Сбербанк России,6901,Лефортовское ОСБ,(495)9189620
г. Москва,г. Москва,"ул. Саянская,18","Сбербанк России, Филиал № 6901/1668",да,нет,да,да,да,да,в режиме работы подразделения,Ст. м. Новогиреево,99,Сбербанк России,6901,Лефортовское ОСБ,(495)9189620
г. Москва,г. Москва,"ул. Саянская,6,стр. 1","Сбербанк России, Филиал № 6901/1312",да,да,да,да,да,да,в режиме работы подразделения,,99,Сбербанк России,6901,Лефортовское ОСБ,(495)3001220
г. Москва,г. Москва,"ул. Свободы, 48","маг-н ""Пятерочка""",да,да,да,да,нет,да,в режиме работы организации,Ст. м. Сходненская,99,Сбербанк России,1569,Краснопресненское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Свободы, 57","маг-н ""Копейка""",да,да,да,да,нет,да,в режиме работы организации,Ст. м. Сходненская,99,Сбербанк России,1569,Краснопресненское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. СВОБОДЫ, 57, к. 1","Сбербанк России, Филиал № 1569",да,да,да,да,нет,да,в режиме работы подразделения,Ст. м. Сходненская,99,Сбербанк России,1569,Краснопресненское ОСБ,(495)9485617
г. Москва,г. Москва,"ул. Свободы, 89, к. 5","магазин торговой сети ""Магнолия""",да,да,да,да,нет,да,в режиме работы организации,,99,Сбербанк России,1569,Краснопресненское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Свободы, 91","Сбербанк России, Филиал № 1569/1350",да,да,да,да,нет,да,24 часа,Ст. м. Сходненская,99,Сбербанк России,1569,Краснопресненское ОСБ,(495)4964663
г. Москва,г. Москва,"ул. Свободы,42",Азбука Вкуса,да,нет,да,да,да,да,24 часа,,99,Сбербанк России,1569,Краснопресненское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Свободы,65","Сбербанк России, Филиал № 1569/1351",да,да,да,да,нет,да,в режиме работы подразделения,,99,Сбербанк России,1569,Краснопресненское ОСБ,(495)4976609
г. Москва,г. Москва,"ул. Свободы,91","Сбербанк России, Филиал № 1569/1350",да,нет,да,да,нет,да,в режиме работы подразделения,,99,Сбербанк России,1569,Краснопресненское ОСБ,(495)4964663
г. Москва,г. Москва,"ул. Святоозерская,28",Магазин Автозапчасти,да,да,да,да,нет,да,в режиме работы организации,Ст. м. Выхино,99,Сбербанк России,6901,Лефортовское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Севанская,23","Сбербанк России, Филиал № 7978/0872",да,нет,да,да,нет,да,в режиме работы подразделения,Ст. м. Царицыно,99,Сбербанк России,7978,Царицынское ОСБ,(495)3215301
г. Москва,г. Москва,"ул. Севанская,23","Сбербанк России, Филиал № 7978/0872",да,да,да,да,нет,да,в режиме работы подразделения,Ст. м. Царицыно,99,Сбербанк России,7978,Царицынское ОСБ,(495)3252313
г. Москва,г. Москва,"ул. Седова, 13, к. 1","Сбербанк России, Филиал № 7811/1169",да,нет,да,да,да,да,в режиме работы подразделения,Ст. м. Ботанический сад,99,Сбербанк России,7811,Мещанское ОСБ,(499)1802502
г. Москва,г. Москва,"ул. Седова, 13, к. 3","Сбербанк России, Филиал № 7811/1169",да,да,да,да,нет,да,24 часа,Ст. м. Ботанический сад,99,Сбербанк России,7811,Мещанское ОСБ,(499)1802502
г. Москва,г. Москва,"ул. Сельскохозяйственная, 19,","Гостиница ""Турист""",да,нет,да,да,нет,да,24 часа,Ст. м. Ботанический сад,99,Сбербанк России,7811,Мещанское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Сельскохозяйственная,12,стр. А","Химавтоматика, переход в 6-й корпус",да,нет,да,да,да,да,в режиме работы организации,,99,Сбербанк России,7982,Тверское ОСБ,(495)448343
г. Москва,г. Москва,"ул. Сельскохозяйственная,9","Сбербанк России, Филиал № 7811/1354",да,нет,да,да,да,да,24 часа,Ст. м. Ботанический сад,99,Сбербанк России,7811,Мещанское ОСБ,(495)7852632
г. Москва,г. Москва,"ул. Сельскохозяйственная,9","Сбербанк России, Филиал № 7811/1354",да,нет,да,да,да,да,в режиме работы подразделения,,99,Сбербанк России,7811,Мещанское ОСБ,(495)7448343
г. Москва,г. Москва,"ул. Семеновская Б., 16","ТРЦ ""Серебряный дом""",да,да,да,да,нет,да,в режиме работы организации,Ст. м. Электрозаводская,99,Сбербанк России,5281,Стромынское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Семеновская Б., 16","ТРЦ ""Серебряный дом""",да,да,да,да,нет,да,в режиме работы организации,Ст. м. Электрозаводская,99,Сбербанк России,5281,Стромынское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Семеновская Б., 49","ТЦ ""Семеновский Пассаж""",да,да,да,да,нет,да,в режиме работы организации,Ст. м. Семеновская,99,Сбербанк России,5281,Стромынское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Семеновская Б.,32,стр. 10",Магазин Пятерочка,да,нет,да,да,нет,да,в режиме работы организации,Ст. м. Электрозаводская,99,Сбербанк России,5281,Стромынское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Серафимовича,2","Сбербанк России, Филиал № 7813/0105",да,нет,да,да,да,да,24 часа,Ст. м. Кропоткинская,99,Сбербанк России,7813,Донское ОСБ,(495)7854433
г. Москва,г. Москва,"ул. Серафимовича,2","Сбербанк России, Филиал № 7813/0105",да,нет,да,да,нет,да,в режиме работы подразделения,Ст. м. Кропоткинская,99,Сбербанк России,7813,Донское ОСБ,(495)7854433
г. Москва,г. Москва,"ул. Сергея Макеева, 9","Завод ""Мосдормаш""",да,да,да,да,нет,да,в режиме работы организации,Ст. м. Улица 1905 года,99,Сбербанк России,1569,Краснопресненское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Сергия Радонежского,4","Сбербанк России, Филиал № 6901/0012",да,да,да,да,нет,да,24 часа,,99,Сбербанк России,6901,Лефортовское ОСБ,(495)7428584
г. Москва,г. Москва,"ул. Сергия Радонежского,4","Сбербанк России, Филиал № 6901/0012",да,да,да,да,да,да,в режиме работы подразделения,,99,Сбербанк России,6901,Лефортовское ОСБ,(495)6784140
г. Москва,г. Москва,"ул. Серпуховская Б., 27",Основной корпус Института хирургии им.Вишневского,да,нет,да,да,нет,да,в режиме работы организации,Ст. м. Серпуховская,99,Сбербанк России,7813,Донское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Серпуховский Вал, 5,","Сбербанк России, Филиал № 7977/0107",да,да,да,да,да,да,в режиме работы подразделения,Ст. м. Тульская,99,Сбербанк России,7977,Люблинское ОСБ,(495)9545298
г. Москва,г. Москва,"ул. Серпуховский Вал,5","закассовая зона магазина ""Магнолия"", справа от входа",да,нет,да,да,нет,да,в режиме работы организации,Ст. м. Тульская,99,Сбербанк России,7977,Люблинское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. СИНЕЛЬНИКОВСКАЯ, 47,","Аптека ""Ригла""",да,да,да,да,нет,да,в режиме работы организации,Ст. м. Бульвар Дмитрия Донского,99,Сбербанк России,7978,Царицынское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Складочная,1а,стр. 1",МОЭК филиал 13,да,нет,да,да,нет,да,в режиме работы организации,,99,Сбербанк России,7981,Марьинорощинское ОСБ,(495)448343
г. Москва,г. Москва,"ул. Скульптора Мухиной, 10а","Сбербанк России, Филиал № 7970/1555",да,да,да,да,да,да,в режиме работы подразделения,,99,Сбербанк России,7970,Вернадское ОСБ,(495)7310011
г. Москва,г. Москва,"ул. Скульптора Мухиной,10,к. 1","Сбербанк России, Филиал № 7970/1555",да,нет,да,да,да,да,в режиме работы подразделения,,99,Сбербанк России,7970,Вернадское ОСБ,(495)7310799
г. Москва,г. Москва,"ул. Скульптора Мухиной,4",магазин Пятерочка,да,нет,да,да,нет,да,в режиме работы организации,,99,Сбербанк России,7970,Вернадское ОСБ,(499)2405647
г. Москва,г. Москва,"ул. Скульптора Мухиной,8",Русь на Скульптора Мухиной,да,нет,да,да,нет,да,в режиме работы организации,,99,Сбербанк России,7813,Донское ОСБ,(499)2385431
г. Москва,г. Москва,"ул. Смоленская, 5","Гостиница ""Золотое кольцо""",да,да,да,да,да,да,24 часа,Ст. м. Смоленская,99,Сбербанк России,5278,Киевское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Смольная, 35","Сбербанк России, Филиал № 7982/1741",да,да,да,да,да,да,24 часа,,99,Сбербанк России,7982,Тверское ОСБ,(495)6013625
г. Москва,г. Москва,"ул. Смольная, 35","Сбербанк России, Филиал № 7982/1741",да,да,да,да,нет,да,в режиме работы подразделения,Ст. м. Речной вокзал,99,Сбербанк России,7982,Тверское ОСБ,(495)6013625
г. Москва,г. Москва,"ул. Смольная, 35, стр. 1","Сбербанк России, Филиал № 7982",да,да,да,да,да,да,в режиме работы подразделения,,99,Сбербанк России,7982,Тверское ОСБ,(495)6013585
г. Москва,г. Москва,"ул. Смольная,35,стр. 1","Сбербанк России, Филиал № 7982/1741",да,нет,да,да,да,да,в режиме работы подразделения,,99,Сбербанк России,7982,Тверское ОСБ,(495)7448343
г. Москва,г. Москва,"ул. Смольная,67,к. 2","магазин ТД ""Город Изобилия""",да,нет,да,да,да,да,в режиме работы организации,Ст. м. Речной вокзал,99,Сбербанк России,6901,Лефортовское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Смольная,7","Сбербанк России, Филиал № 7982/1150",да,нет,да,да,нет,да,в режиме работы подразделения,,99,Сбербанк России,7982,Тверское ОСБ,(499)7476525
г. Москва,г. Москва,"ул. Смольная,7","Сбербанк России, Филиал № 7982/1150",да,нет,да,да,да,да,в режиме работы подразделения,,99,Сбербанк России,7982,Тверское ОСБ,(499)7476525
г. Москва,г. Москва,"ул. Смольная,7","Сбербанк России, Филиал № 7982/1150",да,нет,да,да,нет,да,в режиме работы подразделения,,99,Сбербанк России,7982,Тверское ОСБ,(495)7448343
г. Москва,г. Москва,"ул. Снежная,16,к. 2",м-н Пятерочка,да,да,да,да,нет,да,в режиме работы организации,,99,Сбербанк России,6901,Лефортовское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Советской Армии,17,к. 52","Сбербанк России, Филиал № 7981/0026",да,нет,да,да,нет,да,в режиме работы подразделения,,99,Сбербанк России,7981,Марьинорощинское ОСБ,(495)6891013
г. Москва,г. Москва,"ул. Советской Армии,17,к. 52","Сбербанк России, Филиал № 7981/0026",да,нет,да,да,да,да,в режиме работы подразделения,,99,Сбербанк России,7981,Марьинорощинское ОСБ,(495)6891013
г. Москва,г. Москва,"ул. Совхозная, 39",ТЦ Люблино 1 этаж,да,да,да,да,нет,да,в режиме работы организации,Ст. м. Люблино,99,Сбербанк России,7977,Люблинское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Совхозная,3,стр. 2","Сбербанк России, Филиал № 7977/0837",да,да,да,да,да,да,в режиме работы подразделения,,99,Сбербанк России,7977,Люблинское ОСБ,(495)3511417
г. Москва,г. Москва,"ул. Совхозная,41","1-й этаж лифтовой холл МФЦ ""Марьино""",да,нет,да,да,нет,да,в режиме работы организации,Ст. м. Люблино,99,Сбербанк России,7977,Люблинское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Соколиной Горы 5-я, 19","магазин ""Копейка""",да,да,да,да,нет,да,в режиме работы организации,,99,Сбербанк России,5281,Стромынское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Соколиной Горы 8-я,15","ГУЗ  ""Инфекционная клиническая больница №2""",да,нет,да,да,нет,да,в режиме работы организации,Ст. м. Семеновская,99,Сбербанк России,5281,Стромынское ОСБ,(495)7852632
г. Москва,г. Москва,"ул. Соколово-мещерская, 14","Сбербанк России, Филиал № 7954/1778",да,нет,да,да,нет,да,в режиме работы подразделения,,99,Сбербанк России,7954,Зеленоградское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Соколово-мещерская, 14","Сбербанк России, Филиал № 7954/1778",да,нет,да,да,да,да,в режиме работы подразделения,,99,Сбербанк России,7954,Зеленоградское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Соколово-мещерская, 14","Сбербанк России, Филиал № 7954/1778",да,нет,да,да,нет,да,в режиме работы подразделения,,99,Сбербанк России,7954,Зеленоградское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Соколово-мещерская, 14","Универсам ""Магнолия""",да,да,да,да,нет,да,в режиме работы организации,Ст. м. Баррикадная,99,Сбербанк России,1569,Краснопресненское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Соколово-мещерская, 25","Соколово-Мещерская, 25",да,да,да,да,нет,да,в режиме работы организации,,99,Сбербанк России,1569,Краснопресненское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Солдатская, 8а","Сбербанк России, Филиал № 6901/0019",да,да,да,да,нет,да,24 часа,Ст. м. Авиамоторная,99,Сбербанк России,6901,Лефортовское ОСБ,(495)3616210
г. Москва,г. Москва,"ул. Солдатская,8,к. 1","Сбербанк России, Филиал № 6901/0019",да,нет,да,да,да,да,в режиме работы подразделения,Ст. м. Авиамоторная,99,Сбербанк России,6901,Лефортовское ОСБ,(495)3616210
г. Москва,г. Москва,"ул. Солнечногорская, 5, к. 1","Сбербанк России, Филиал № 7982/1682",да,да,да,да,нет,да,в режиме работы подразделения,Ст. м. Водный стадион,99,Сбербанк России,7982,Тверское ОСБ,(495)4537000
г. Москва,г. Москва,"ул. Солнечногорская,5,к. 1","Сбербанк России, Филиал № 7982/1682",да,нет,да,да,да,да,в режиме работы подразделения,,99,Сбербанк России,7982,Тверское ОСБ,(495)4531517
г. Москва,г. Москва,"ул. Солнечногорская,5,к. 1","Сбербанк России, Филиал № 7982/1682",да,нет,да,да,да,да,в режиме работы подразделения,,99,Сбербанк России,7982,Тверское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Сретенка,14","Сбербанк России, Филиал № 7811/1606",да,нет,да,да,нет,да,24 часа,,99,Сбербанк России,7811,Мещанское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Сретенка,14","Сбербанк России, Филиал № 7811/1606",да,нет,да,да,нет,да,24 часа,,99,Сбербанк России,7811,Мещанское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Сретенка,14","Сбербанк России, Филиал № 7811/1606",да,нет,да,да,да,да,24 часа,,99,Сбербанк России,7811,Мещанское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Сретенка,17","Сбербанк России, Филиал № 7811/1762",да,да,да,да,да,да,24 часа,Ст. м. Сухаревская,99,Сбербанк России,7811,Мещанское ОСБ,(495)5005550
г. Москва,г. Москва,"ул. Сретенка,17,стр. 1","Сбербанк России, Филиал № 7811/1762",да,нет,да,да,да,да,в режиме работы подразделения,Ст. м. Сухаревская,99,Сбербанк России,7811,Мещанское ОСБ,(495)5005550
г. Москва,г. Москва,"ул. Сретенка,17,стр. 1","Сбербанк России, Филиал № 7811/1762",да,нет,да,да,нет,да,в режиме работы подразделения,Ст. м. Сухаревская,99,Сбербанк России,7811,Мещанское ОСБ,(495)5005550
г. Москва,г. Москва,"ул. Сретенка,17,стр. 1-2","Сбербанк России, Филиал № 7811/7811",да,да,да,да,нет,да,в режиме работы подразделения,Ст. м. Сухаревская,99,Сбербанк России,7811,Мещанское ОСБ,(495)2340336
г. Москва,г. Москва,"ул. Ставропольская,23,к. 1","холл хирургического корпуса ДКБ им. Семашко, слева от входа",да,нет,да,да,нет,да,в режиме работы организации,Ст. м. Волжская,99,Сбербанк России,7977,Люблинское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Сталеваров,26",магазин Пятерочка,да,нет,да,да,нет,да,в режиме работы организации,Ст. м. Новогиреево,99,Сбербанк России,6901,Лефортовское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Стандартная, 6",Бескудниковский комбинат строительных материалов,да,да,да,да,нет,да,24 часа,,99,Сбербанк России,7981,Марьинорощинское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Старобитцевская, 11","Сбербанк России, Филиал № 7978/1569",да,да,да,да,нет,да,24 часа,Ст. м. Бульвар Дмитрия Донского,99,Сбербанк России,7978,Царицынское ОСБ,(495)7115063
г. Москва,г. Москва,"ул. Старобитцевская,21,к. 2","магазин ""Пятерочка""",да,нет,да,да,нет,да,в режиме работы организации,Ст. м. Бульвар Дмитрия Донского,99,Сбербанк России,7978,Царицынское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Старобитцевская,21,к. 2","Сбербанк России, Филиал № 7978/1570",да,да,да,да,нет,да,в режиме работы подразделения,Ст. м. Бульвар Дмитрия Донского,99,Сбербанк России,7978,Царицынское ОСБ,(495)7130201
г. Москва,г. Москва,"ул. Старокачаловская,1,к. 1","Сбербанк России, Филиал № 7978/1679",да,нет,да,да,нет,да,24 часа,Ст. м. Бульвар Дмитрия Донского,99,Сбербанк России,7978,Царицынское ОСБ,(495)7111990
г. Москва,г. Москва,"ул. Старокачаловская,1,к. 1","Сбербанк России, Филиал № 7978/1679",да,нет,да,да,нет,да,24 часа,Ст. м. Бульвар Дмитрия Донского,99,Сбербанк России,7978,Царицынское ОСБ,(495)7111990
г. Москва,г. Москва,"ул. Старокачаловская,1,к. 1","Сбербанк России, Филиал № 7978/1679",да,да,да,да,да,да,в режиме работы подразделения,Ст. м. Бульвар Дмитрия Донского,99,Сбербанк России,7978,Царицынское ОСБ,(495)7111990
г. Москва,г. Москва,"ул. Старокачаловская,1,к. 1","Сбербанк России, Филиал № 7978/1679",да,да,да,да,да,да,24 часа,Ст. м. Бульвар Дмитрия Донского,99,Сбербанк России,7978,Царицынское ОСБ,(495)7111990
г. Москва,г. Москва,"ул. Старокачаловская,3,к. 2","магазин ""Русь"" (у касс)",да,нет,да,да,нет,да,в режиме работы организации,Ст. м. Бульвар Дмитрия Донского,99,Сбербанк России,7978,Царицынское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Стартовая,4",Госпиталь ветеранов войн №3,да,нет,да,да,нет,да,в режиме работы организации,,99,Сбербанк России,7811,Мещанское ОСБ,(495)7448343
г. Москва,г. Москва,"ул. Стартовая,4",Госпиталь ветеранов войн №3,да,нет,да,да,нет,да,в режиме работы организации,,99,Сбербанк России,7811,Мещанское ОСБ,(495)7448343
г. Москва,г. Москва,"ул. Старый Гай, 8б","Сбербанк России, Филиал № 6901/1266",да,да,да,да,да,да,24 часа,,99,Сбербанк России,6901,Лефортовское ОСБ,(495)3756570
г. Москва,г. Москва,"ул. Старый Гай, 8б","Сбербанк России, Филиал № 6901/1266",да,нет,да,да,да,да,в режиме работы подразделения,Ст. м. Выхино,99,Сбербанк России,6901,Лефортовское ОСБ,(495)3756570
г. Москва,г. Москва,"ул. Стромынка, 19, к. 1","Сбербанк России, Филиал № 5281/1657",да,да,да,да,да,да,в режиме работы подразделения,Ст. м. Преображенская площадь,99,Сбербанк России,5281,Стромынское ОСБ,(499)2694433
г. Москва,г. Москва,"ул. Стромынка,19,к. 1","Сбербанк России, Филиал № 5281/1657",да,нет,да,да,нет,да,24 часа,Ст. м. Преображенская площадь,99,Сбербанк России,5281,Стромынское ОСБ,(495)5005550
г. Москва,г. Москва,"ул. Стромынка,19,к. 1","Сбербанк России, Филиал № 5281/1657",да,нет,да,да,нет,да,24 часа,Ст. м. Преображенская площадь,99,Сбербанк России,5281,Стромынское ОСБ,(495)5005550
г. Москва,г. Москва,"ул. Стромынка,23/16","магазин ""Магнолия""",да,да,да,да,нет,да,в режиме работы организации,Ст. м. Преображенская площадь,99,Сбербанк России,5281,Стромынское ОСБ,(495)7852632
г. Москва,г. Москва,"ул. Судакова, 17","магазин ""Пятерочка""",да,да,да,да,нет,да,в режиме работы организации,Ст. м. Люблино,99,Сбербанк России,7977,Люблинское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Судостроительная, 30, к. 1","Сбербанк России, Филиал № 7977/1152",да,да,да,да,нет,да,в режиме работы подразделения,Ст. м. Коломенская,99,Сбербанк России,7977,Люблинское ОСБ,(499)6186908
г. Москва,г. Москва,"ул. Судостроительная,59","Закассовая зона магазина ""Пятерочка""",да,нет,да,да,нет,да,в режиме работы организации,Ст. м. Коломенская,99,Сбербанк России,7977,Люблинское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Суздальская, 12а",ТЦ На Суздальской,да,да,да,да,нет,да,в режиме работы организации,Ст. м. Новогиреево,99,Сбербанк России,6901,Лефортовское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Суздальская,12а",магазин Пятерочка,да,нет,да,да,нет,да,в режиме работы организации,Ст. м. Выхино,99,Сбербанк России,6901,Лефортовское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Суздальская,18г",ТЦ Трио,да,нет,да,да,нет,да,в режиме работы организации,Ст. м. Выхино,99,Сбербанк России,6901,Лефортовское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Сущевская, 20","Сбербанк России, Филиал № 7982/1784",да,да,да,да,нет,да,24 часа,Ст. м. Менделеевская,99,Сбербанк России,7982,Тверское ОСБ,(495)7426019
г. Москва,г. Москва,"ул. Сущевская,20","Сбербанк России, Филиал № 7982/1748",да,нет,да,да,да,да,24 часа,,99,Сбербанк России,7982,Тверское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Сущевский Вал, 49, стр. 2","Магазин Ямаха ЗАО ""ПанавтоКо""",да,да,да,да,нет,да,в режиме работы организации,Ст. м. Савеловская,99,Сбербанк России,1569,Краснопресненское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Сущевский Вал, 5, стр. 1",ТЦ Савеловский,да,нет,да,да,нет,да,в режиме работы организации,,99,Сбербанк России,7982,Тверское ОСБ,(495)448343
г. Москва,г. Москва,"ул. Сущевский Вал,31",Супермаркет Оливье,да,нет,да,да,нет,да,в режиме работы организации,Ст. м. Марьина роща,99,Сбербанк России,6901,Лефортовское ОСБ,(495)5005550
г. Москва,г. Москва,"ул. Сущевский Вал,5,стр. 1","Сбербанк России, Филиал № 7981/1781",да,нет,да,да,да,да,в режиме работы подразделения,,99,Сбербанк России,7981,Марьинорощинское ОСБ,(495)7448343
г. Москва,г. Москва,"ул. Сущевский Вал,5,стр. 1",ТЦ Савеловский,да,нет,да,да,да,да,в режиме работы организации,,99,Сбербанк России,7982,Тверское ОСБ,(495)448343
г. Москва,г. Москва,"ул. Сходненская, 44, к. 17","Сбербанк России, Филиал № 1569/0830",да,да,да,да,нет,да,24 часа,Ст. м. Сходненская,99,Сбербанк России,1569,Краснопресненское ОСБ,(495)4925461
г. Москва,г. Москва,"ул. Сходненская, 9","Сбербанк России, Филиал № 1569/1694",да,да,да,да,да,да,24 часа,,99,Сбербанк России,1569,Краснопресненское ОСБ,(495)6955575
г. Москва,г. Москва,"ул. Сходненская, 9","Сбербанк России, Филиал № 1569/1694",да,да,да,да,да,да,24 часа,Ст. м. Сходненская,99,Сбербанк России,1569,Краснопресненское ОСБ,(495)9489889
г. Москва,г. Москва,"ул. Сходненская,9","Сбербанк России, Филиал № 1569/1694",да,нет,да,да,нет,да,24 часа,,99,Сбербанк России,1569,Краснопресненское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Сходненская,9","Сбербанк России, Филиал № 1569/1694",да,нет,да,да,нет,да,24 часа,,99,Сбербанк России,1569,Краснопресненское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Сыромятническая Ниж.,10,стр. 4","ЗАО ""Яуза-Ритэлти""",да,да,да,да,нет,да,в режиме работы организации,Ст. м. Чкаловская,99,Сбербанк России,6901,Лефортовское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Таганская, 1, стр. 1",ТЦ Звездочка,да,да,да,да,нет,да,в режиме работы организации,,99,Сбербанк России,6901,Лефортовское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Таганская, 2",галерея ТЦ Таганка,да,да,да,да,нет,да,в режиме работы организации,Ст. м. Марксистская,99,Сбербанк России,7977,Люблинское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Таганская,1,стр. 1",ТЦ Звездочка 1 этаж,да,нет,да,да,нет,да,в режиме работы организации,Ст. м. Марксистская,99,Сбербанк России,6901,Лефортовское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Таганская,2","ТЦ ""Таганка"" 2 этаж, середина зала",да,нет,да,да,нет,да,в режиме работы организации,Ст. м. Марксистская,99,Сбербанк России,7977,Люблинское ОСБ,(499)2385431
г. Москва,г. Москва,"ул. Таганская,3",БЦ Таганский пассаж 0 этаж,да,нет,да,да,нет,да,в режиме работы организации,Ст. м. Марксистская,99,Сбербанк России,6901,Лефортовское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Таганская,3",БЦ Таганский пассаж 1 этаж,да,нет,да,да,нет,да,в режиме работы организации,Ст. м. Марксистская,99,Сбербанк России,6901,Лефортовское ОСБ,(495)5000005
г. Москва,г. Москва,"ул. Таганская,31/22,стр. 1","Сбербанк России, Филиал № 6901/1658",да,нет,да,да,да,да,24 часа,Ст. м. Марксистская,99,Сбербанк России,6901,Лефортовское ОСБ,(495)6702408
г. Москва,г. Москва,"ул. Таганская,31/22,стр. 1","Сбербанк России, Филиал № 6901/1658",да,нет,да,да,нет,да,24 часа,Ст. м. Марксистская,99,Сбербанк России,6901,Лефортовское ОСБ,(495)6702403
г. Москва,г. Москва,"ул. Таганская,31/22,стр. 1","Сбербанк России, Филиал № 6901/1658",да,нет,да,да,нет,да,в режиме работы подразделения,Ст. м. Марксистская,99,Сбербанк России,6901,Лефортовское ОСБ,(495)6702403
